confirmedCode;date;confirmedQuantity;confirmedTotalQuantity;nameCountry;nameDataset
Confirmed-000281;2020-06-09;8;665;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000282;2020-06-09;663;13464;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000283;2020-06-09;21;162;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000284;2020-06-09;4;501;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000285;2020-06-09;369;8681;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000286;2020-06-09;1;974;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000287;2020-06-09;47;3294;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000288;2020-06-09;114;3995;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000289;2020-06-09;58;1162;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000290;2020-06-09;10;728;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000291;2020-06-09;35;1235;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000292;2020-06-09;12;455;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000293;2020-06-09;1385;36829;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000294;2020-06-09;2112;52991;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000295;2020-06-09;117;10382;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000296;2020-06-09;5;844;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000297;2020-06-09;12;463;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000298;2020-06-09;4;96;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000299;2020-06-09;27;314;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000300;2020-06-09;29;8437;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000301;2020-06-09;39;1586;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000302;2020-06-09;31;371;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000303;2020-06-09;24;1025;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000304;2020-06-09;53;4331;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000305;2020-06-09;20;453;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000306;2020-06-09;18;585;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000307;2020-06-09;48;2416;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000308;2020-06-09;127;2989;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000309;2020-06-09;190;2336;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000310;2020-06-09;44;1138;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000311;2020-06-09;89;4516;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000312;2020-06-09;62;332;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000313;2020-06-09;106;8408;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000314;2020-06-08;155;6582;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000315;2020-06-08;38;1888;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000316;2020-06-08;291;10201;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000317;2020-06-08;97;611;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000318;2020-06-08;42;4258;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000319;2020-06-08;13;383;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000320;2020-06-08;17;305;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000321;2020-06-08;153;4259;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000322;2020-06-08;11;657;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000323;2020-06-08;2;497;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000324;2020-06-08;32;1001;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000325;2020-06-08;315;12801;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000326;2020-06-08;146;3247;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000327;2020-06-08;2;42;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000328;2020-06-08;13;567;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000329;2020-06-08;142;3881;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000330;2020-06-08;42;1094;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000331;2020-06-08;252;8312;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000332;2020-06-08;1365;35444;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000333;2020-06-08;21;1389;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000334;2020-06-08;2;839;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000335;2020-06-08;7;340;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000336;2020-06-08;12;451;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000337;2020-06-08;5;287;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000338;2020-06-08;2594;50879;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000339;2020-06-08;55;1104;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000340;2020-06-08;34;2368;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000341;2020-06-08;9;433;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000342;2020-06-08;111;10265;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000343;2020-06-08;1;92;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000344;2020-06-08;52;8302;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000345;2020-06-08;5;443;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000346;2020-06-08;95;2862;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000347;2020-06-08;111;1200;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000348;2020-06-08;14;1547;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000349;2020-06-08;71;4278;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000350;2020-06-08;126;2146;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000351;2020-06-08;26;8250;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000352;2020-06-08;14;270;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000353;2020-06-08;99;4427;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000354;2020-06-08;2;31;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000355;2020-06-07;185;6427;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000356;2020-06-07;1;891;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000357;2020-06-07;35;718;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000358;2020-06-07;23;969;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000359;2020-06-07;51;4216;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000360;2020-06-07;2;28;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000361;2020-06-07;272;9910;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000362;2020-06-07;216;1850;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000363;2020-06-07;11;370;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000364;2020-06-07;30;646;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000365;2020-06-07;90;4106;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000366;2020-06-07;3;282;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000367;2020-06-07;253;12486;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000368;2020-06-07;8;495;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000369;2020-06-07;182;3739;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000370;2020-06-07;152;8060;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000371;2020-06-07;2312;48285;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000372;2020-06-07;3;973;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000373;2020-06-07;3;91;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000374;2020-06-07;29;438;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000375;2020-06-07;102;1049;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000376;2020-06-07;1467;34079;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000377;2020-06-07;11;333;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000378;2020-06-07;1;514;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000379;2020-06-07;12;554;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000380;2020-06-07;1;837;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000381;2020-06-07;45;2334;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000382;2020-06-07;8;439;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000383;2020-06-07;47;8224;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000384;2020-06-07;104;10154;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000385;2020-06-07;38;4207;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000386;2020-06-07;15;424;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000387;2020-06-07;10;1533;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000388;2020-06-07;167;2767;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000389;2020-06-07;17;256;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000390;2020-06-07;86;2020;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000391;2020-06-07;26;8177;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000392;2020-06-07;26;1052;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000393;2020-06-07;79;4328;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000394;2020-06-06;161;6242;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000395;2020-06-06;1;890;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000396;2020-06-06;27;288;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000397;2020-06-06;14;359;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000398;2020-06-06;48;4165;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000399;2020-06-06;64;1634;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000400;2020-06-06;176;9638;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000401;2020-06-06;67;1604;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000402;2020-06-06;23;616;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000403;2020-06-06;138;4016;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000404;2020-06-06;109;7908;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000405;2020-06-06;389;12233;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000406;2020-06-06;38;1523;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000407;2020-06-06;126;3557;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000408;2020-06-06;48;683;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000409;2020-06-06;2;487;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000410;2020-06-06;4;970;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000411;2020-06-06;14;279;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000412;2020-06-06;2539;45973;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000413;2020-06-06;4;513;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000414;2020-06-06;6;542;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000415;2020-06-06;51;1026;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000416;2020-06-06;55;409;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000417;2020-06-06;11;431;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000418;2020-06-06;64;947;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000419;2020-06-06;17;322;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000420;2020-06-06;1497;32612;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000421;2020-06-06;17;946;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000422;2020-06-06;2;88;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000423;2020-06-06;19;8151;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000424;2020-06-06;115;10050;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000425;2020-06-06;126;2600;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000426;2020-06-06;85;2289;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000427;2020-06-06;46;4169;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000428;2020-06-06;61;8132;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000429;2020-06-06;30;239;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000430;2020-06-06;4;29;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000431;2020-06-06;129;1934;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000432;2020-06-06;94;4249;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000433;2020-06-05;220;1537;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000434;2020-06-05;216;6081;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000435;2020-06-05;407;7799;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000436;2020-06-05;9;141;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000437;2020-06-05;57;4117;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000438;2020-06-05;15;929;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000439;2020-06-05;294;9462;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000440;2020-06-05;36;593;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000441;2020-06-05;119;1570;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000442;2020-06-05;11;345;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000443;2020-06-05;114;3878;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000444;2020-06-05;28;265;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000445;2020-06-05;169;3431;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000446;2020-06-05;5;305;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000447;2020-06-05;10;420;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000448;2020-06-05;20;485;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000449;2020-06-05;328;11844;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000450;2020-06-05;146;3101;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000451;2020-06-05;3;966;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000452;2020-06-05;22;1368;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000453;2020-06-05;10;509;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000454;2020-06-05;34;536;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000455;2020-06-05;2;337;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000456;2020-06-05;1348;31115;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000457;2020-06-05;99;883;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000458;2020-06-05;2642;43434;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000459;2020-06-05;18;975;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000460;2020-06-05;8;836;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000461;2020-06-05;16;409;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000462;2020-06-05;13;209;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000463;2020-06-05;104;9935;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000464;2020-06-05;41;8071;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000465;2020-06-05;2;354;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000466;2020-06-05;3;635;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000467;2020-06-05;24;1485;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000468;2020-06-05;134;2474;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000469;2020-06-05;169;1805;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000470;2020-06-05;69;4123;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000471;2020-06-05;27;8030;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000472;2020-06-05;134;4155;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000473;2020-06-04;1;889;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000474;2020-06-04;20;83;Burundi;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000475;2020-06-04;151;5865;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000476;2020-06-04;163;1451;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000477;2020-06-04;69;4060;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000478;2020-06-04;283;9168;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000479;2020-06-04;5;914;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000480;2020-06-04;14;334;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000481;2020-06-04;35;557;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000482;2020-06-04;120;3764;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000483;2020-06-04;152;3262;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000484;2020-06-04;7;1346;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000485;2020-06-04;15;237;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000486;2020-06-04;14;499;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000487;2020-06-04;25;502;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000488;2020-06-04;350;11516;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000489;2020-06-04;603;7392;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000490;2020-06-04;53;2955;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000491;2020-06-04;2;963;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000492;2020-06-04;13;465;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000493;2020-06-04;17;261;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000494;2020-06-04;13;410;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000495;2020-06-04;39;784;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000496;2020-06-04;1152;29767;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000497;2020-06-04;3267;40792;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000498;2020-06-04;8;828;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000499;2020-06-04;36;8003;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000500;2020-06-04;98;9831;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000501;2020-06-04;36;352;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000502;2020-06-04;5;300;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000503;2020-06-04;58;2204;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000504;2020-06-04;75;1461;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000505;2020-06-04;24;393;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000506;2020-06-04;119;4054;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000507;2020-06-04;124;2340;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000508;2020-06-04;49;957;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000509;2020-06-04;150;1636;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000510;2020-06-04;89;4021;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000511;2020-06-04;45;7967;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000512;2020-06-03;3;888;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000513;2020-06-03;58;3991;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000514;2020-06-03;215;5714;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000515;2020-06-03;99;1288;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000516;2020-06-03;337;8885;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000517;2020-06-03;4;320;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000518;2020-06-03;149;3644;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000519;2020-06-03;15;522;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000520;2020-06-03;347;11166;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000521;2020-06-03;14;196;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000522;2020-06-03;99;2902;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000523;2020-06-03;16;222;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000524;2020-06-03;86;3110;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000525;2020-06-03;7;452;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000526;2020-06-03;1;485;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000527;2020-06-03;11;477;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000528;2020-06-03;1;961;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000529;2020-06-03;1713;37525;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
