DATE_INSERT;DATE_CASE;NEW_CASES;TOTAL_CASES;ID_UNISO_COUNTRY;COUNTRY_NAME;SOURCE;
"2020-05-03 17:59:11";"2020-05-03";"1";"32";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1256971961625980931";
"2020-05-03 16:19:22";"2020-05-03";"1";"27";"466";"MALI";"https://twitter.com/GouvernementM/status/1256932662838788097/photo/1";
"2020-05-03 20:42:28";"2020-05-02";"1";"45";"854";"BURKINA";"https://lefaso.net/spip.php?article96594";
"2020-05-03 02:08:23";"2020-05-02";"1";"33";"180";"DRC";"https://twitter.com/CMR_Covid19_RDC/status/1256733657060061186";
"2020-05-03 01:11:29";"2020-05-02";"17";"85";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1256719143824392193";
"2020-05-03 01:06:36";"2020-05-02";"2";"3";"678";"SAO TOME";"https://www.facebook.com/governostp/photos/a.569713916875106/832216740624821/?type=3&theater";
"2020-05-03 01:03:51";"2020-05-02";"1";"2";"132";"CAPE VERDE";"https://anacao.cv/covid-19-30-novos-casos-positivos-na-praia-sobe-para-93-numero-de-infectados-em-santiago/";
"2020-05-03 00:47:05";"2020-05-02";"1";"42";"788";"TUNISIA";"https://www.businessnews.com.tn/covid-19--la-tunisie-franit-la-barre-des-1000-cas-de-contamination,541,98092,3";
"2020-05-03 00:43:43";"2020-05-02";"1";"5";"266";"GABON";"https://twitter.com/Covid19GOUVGA/status/1256704478755110913";
"2020-05-02 23:26:16";"2020-05-02";"5";"41";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1256695995070656515";
"2020-05-02 22:59:38";"2020-05-02";"2";"35";"562";"NIGER";"https://twitter.com/MinSanteNiger/status/1256687520353525766";
"2020-05-02 21:48:19";"2020-05-02";"7";"123";"710";"SOUTH AFRICA";"https://twitter.com/nicd_sa/status/1256648954743345152";
"2020-05-02 19:14:33";"2020-05-02";"5";"10";"148";"CHAD";"https://twitter.com/Covid19TD/status/1256631398406017024";
"2020-05-02 19:12:07";"2020-05-02";"6";"459";"12";"ALGERIA";"https://www.observalgerie.com/covid-19-en-algerie-141-nouvelles-contaminations-et-6-deces-en-24-heures/2020/";
"2020-05-02 19:07:08";"2020-05-02";"1";"173";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1256617622625542145";
"2020-05-02 19:05:26";"2020-05-02";"9";"415";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1256619284324900865";
"2020-05-02 16:44:49";"2020-05-02";"1";"18";"288";"GHANA";"https://twitter.com/mohgovgh/status/1256579885709041669/photo/1";
"2020-05-02 16:38:11";"2020-05-02";"3";"31";"706";"SOMALIA";"https://twitter.com/MoH_Somalia/status/1256593493180456962";
"2020-05-02 14:43:47";"2020-05-02";"1";"22";"404";"KENYA";"https://twitter.com/MOH_Kenya/status/1256564623895146497";
"2020-05-02 14:28:14";"2020-05-02";"1";"8";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1256557863855685632";
"2020-05-02 12:11:42";"2020-05-02";"1";"172";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1256525738112618498";
"2020-05-02 23:55:11";"2020-05-01";"3";"64";"120";"CAMEROON";"http://covid19.minsante.cm/";
"2020-05-02 11:51:50";"2020-05-01";"5";"36";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1256382019799601153/photo/1";
"2020-05-02 00:19:08";"2020-05-01";"10";"68";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1256344181485830144";
"2020-05-02 00:16:54";"2020-05-01";"1";"15";"384";"CIV";"https://twitter.com/AfrikInfo/status/1256321506671386625";
"2020-05-02 00:07:39";"2020-05-01";"1";"4";"266";"GABON";"http://info241.com/coronavirus-un-4e-deces-et-deja-308-cas-de-covid-19-au-gabon,5071";
"2020-05-01 23:57:01";"2020-05-01";"1";"32";"180";"DRC";"https://twitter.com/CMR_Covid19_RDC/status/1256338262710353920";
"2020-05-01 23:00:01";"2020-05-01";"1";"33";"562";"NIGER";"https://twitter.com/Covid19Niger/status/1256309214403854343";
"2020-05-01 22:19:09";"2020-05-01";"13";"116";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1256314079800524800";
"2020-05-01 22:13:17";"2020-05-01";"1";"2";"204";"BENIN";"https://www.benintimes.info/societe/coronavirus-desormais-90-cas-positifs-et-deux-deces-au-benin/";
"2020-05-01 18:04:11";"2020-05-01";"14";"406";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1256251076719902720";
"2020-05-01 17:33:05";"2020-05-01";"3";"453";"12";"ALGERIA";"https://www.observalgerie.com/covid-19-en-algerie-148-nouvelles-contaminations-enregistrees-en-24-heures/2020/";
"2020-05-01 16:04:40";"2020-05-01";"4";"21";"404";"KENYA";"https://twitter.com/MOH_Kenya/status/1256220038404681731";
"2020-05-01 14:03:31";"2020-05-01";"1";"171";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1256162764588015616";
"2020-05-01 23:01:52";"2020-04-30";"1";"44";"854";"BURKINA";"https://lefaso.net/spip.php?article96566";
"2020-05-01 15:34:59";"2020-04-30";"2";"18";"430";"LIBERIA";"https://twitter.com/NPHIL6/status/1256214567803408384/photo/1";
"2020-05-01 11:35:58";"2020-04-30";"3";"7";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1255921108756434946";
"2020-05-01 01:34:19";"2020-04-30";"7";"58";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1255993387603329026";
"2020-05-01 01:27:18";"2020-04-30";"1";"41";"788";"TUNISIA";"https://www.businessnews.com.tn/tunisie-quatorze-nouveaux-cas-de-contamination-au-covid-19,541,98046,3";
"2020-05-01 00:06:17";"2020-04-30";"1";"3";"434";"LIBYA";"https://ncdc.org.ly/Ar/statements-about-covid19/";
"2020-05-01 00:05:01";"2020-04-30";"1";"1";"678";"SAO TOME";"https://www.facebook.com/governostp/photos/a.569713916875106/830881584091670/?type=3&theater";
"2020-04-30 23:43:09";"2020-04-30";"3";"5";"148";"CHAD";"https://twitter.com/Covid19TD/status/1255923093081665536";
"2020-04-30 22:10:10";"2020-04-30";"2";"9";"768";"TOGO";"https://www.savoirnews.net/togo-covid-19-deux-nouveaux-deces-sept-nouveaux-cas/";
"2020-04-30 21:49:45";"2020-04-30";"3";"31";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1255944173456363522";
"2020-04-30 18:48:14";"2020-04-30";"2";"170";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1255891370130182146";
"2020-04-30 18:17:11";"2020-04-30";"1";"26";"466";"MALI";"https://twitter.com/GouvernementM/status/1255879338098073601";
"2020-04-30 18:10:20";"2020-04-30";"12";"392";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1255882409784025090";
"2020-04-30 18:08:25";"2020-04-30";"6";"450";"12";"ALGERIA";"https://www.observalgerie.com/coronavirus-la-barre-des-4000-cas-franchie-en-algerie/2020/";
"2020-04-30 16:01:10";"2020-04-30";"2";"17";"404";"KENYA";"https://twitter.com/MOH_Kenya/status/1255843597380919296";
"2020-04-30 12:18:37";"2020-04-30";"1";"17";"288";"GHANA";"https://twitter.com/Joy997FM/status/1255799396131799041";
"2020-04-30 02:28:25";"2020-04-29";"1";"31";"180";"DRC";"https://twitter.com/CMR_Covid19_RDC/status/1255619884567969792";
"2020-04-30 02:02:22";"2020-04-29";"7";"51";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1255632635277254660";
"2020-04-29 22:33:39";"2020-04-29";"1";"43";"854";"BURKINA";"https://lefaso.net/spip.php?article96527";
"2020-04-29 21:53:28";"2020-04-29";"2";"61";"120";"CAMEROON";"https://twitter.com/DrManaouda/status/1255584143339069452";
"2020-04-29 21:43:56";"2020-04-29";"1";"32";"562";"NIGER";"https://twitter.com/Covid19Niger/status/1255583030837641220";
"2020-04-29 21:32:07";"2020-04-29";"10";"103";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1255577209303072770";
"2020-04-29 21:11:31";"2020-04-29";"1";"15";"404";"KENYA";"http://covid-19-africa.sen.ovh/index.php?confirmed=ok&pays=404&local=ok&tp=1&xy=-1.711/40.413&z=6&isnc=1&np=KENYA";
"2020-04-29 19:08:06";"2020-04-29";"6";"16";"834";"TANZANIA";"https://allafrica.com/stories/202004290938.html";
"2020-04-29 19:05:27";"2020-04-29";"1";"9";"178";"CONGO";"https://twitter.com/MSPPFIFD_cg/status/1255536176385138689";
"2020-04-29 18:59:51";"2020-04-29";"1";"168";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1255530396856524800";
"2020-04-29 18:55:46";"2020-04-29";"3";"28";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1255522364336603137/photo/1";
"2020-04-29 18:54:00";"2020-04-29";"21";"380";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1255525301884530689";
"2020-04-29 17:42:06";"2020-04-29";"7";"444";"12";"ALGERIA";"https://www.observalgerie.com/coronavirus-en-algerie-le-nombre-de-contaminations-en-forte-hausse/2020/";
"2020-04-29 16:51:03";"2020-04-29";"1";"7";"768";"TOGO";"https://twitter.com/Covid19TG/status/1255506170875392000";
"2020-04-29 16:04:42";"2020-04-29";"1";"25";"466";"MALI";"https://twitter.com/GouvernementM/status/1255495562511691777/photo/1";
"2020-04-29 13:18:39";"2020-04-29";"2";"167";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1255453577583230977";
"2020-04-29 01:14:49";"2020-04-28";"4";"44";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1255271631255109632";
"2020-04-29 00:04:49";"2020-04-28";"1";"59";"120";"CAMEROON";"https://twitter.com/SuzanneEko/status/1255255517787807745";
"2020-04-28 23:06:12";"2020-04-28";"1";"40";"788";"TUNISIA";"https://www.mosaiquefm.net/fr/actualite-national-tunisie/732336/huit-nouveaux-cas-de-coronavirus-en-tunisie";
"2020-04-28 22:10:51";"2020-04-28";"2";"31";"562";"NIGER";"https://twitter.com/Covid19Niger/status/1255227609283203082";
"2020-04-28 21:16:56";"2020-04-28";"5";"437";"12";"ALGERIA";"https://twitter.com/ObservAlgerie/status/1255211917230116867";
"2020-04-28 21:04:10";"2020-04-28";"3";"93";"710";"SOUTH AFRICA";"https://twitter.com/nicd_sa/status/1255208067551170564";
"2020-04-28 20:49:16";"2020-04-28";"2";"2";"148";"CHAD";"https://twitter.com/Covid19TD/status/1255191361516683266";
"2020-04-28 20:38:40";"2020-04-28";"1";"24";"466";"MALI";"https://twitter.com/GouvernementM/status/1255200320302592009/photo/1";
"2020-04-28 20:32:14";"2020-04-28";"5";"16";"288";"GHANA";"https://twitter.com/mohgovgh/status/1255181882284814337";
"2020-04-28 19:01:48";"2020-04-28";"2";"165";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1255169046410035202";
"2020-04-28 18:52:40";"2020-04-28";"22";"359";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1255153713179590663";
"2020-04-28 16:49:50";"2020-04-28";"3";"25";"729";"SUDAN";"https://twitter.com/FaisalMohSalih/status/1255146068120989700";
"2020-04-28 16:15:25";"2020-04-28";"2";"28";"706";"SOMALIA";"https://twitter.com/Cabdalleaxmed/status/1255137267552628743";
"2020-04-28 13:07:24";"2020-04-28";"1";"163";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1255077423277891584";
"2020-04-28 00:38:24";"2020-04-27";"2";"58";"120";"CAMEROON";"https://twitter.com/DrManaouda/status/1254904678577573896";
"2020-04-28 00:19:09";"2020-04-27";"2";"30";"180";"DRC";"https://lasambanews.net/covid19rdc-le-kongo-central-desormais";
"2020-04-28 00:09:35";"2020-04-27";"1";"39";"788";"TUNISIA";"https://www.businessnews.com.tn/tunisie--18-nouveaux-cas-de-contamination-au-covid-19,541,97930,3";
"2020-04-27 21:12:14";"2020-04-27";"3";"90";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1254848109794021378";
"2020-04-27 20:23:17";"2020-04-27";"1";"22";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1254765510526291973";
"2020-04-27 19:58:08";"2020-04-27";"1";"10";"480";"MAURITIUS";"https://ionnews.mu/covid-19-10e-patient-deces-27042020/";
"2020-04-27 19:56:11";"2020-04-27";"7";"432";"12";"ALGERIA";"https://www.observalgerie.com/covid-19-en-algerie-le-bilan-passe-a-3-517-cas-et-432-deces/2020/";
"2020-04-27 18:33:47";"2020-04-27";"1";"162";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1254808751107956736";
"2020-04-27 17:00:46";"2020-04-27";"20";"337";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1254786058253815811";
"2020-04-27 16:45:22";"2020-04-27";"3";"26";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1254776801248698368";
"2020-04-27 08:46:12";"2020-04-27";"5";"40";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1254549011048148992";
"2020-04-27 15:17:35";"2020-04-26";"4";"16";"430";"LIBERIA";"https://twitter.com/NPHIL6/status/1254746940727865344";
"2020-04-26 23:56:33";"2020-04-26";"1";"9";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1254527131989749761";
"2020-04-26 22:51:32";"2020-04-26";"1";"1";"624";"GUINEA-B.";"https://www.lefigaro.fr/international/la-guinee-bissau-enregistre-son-premier-deces-lie-au-coronavirus-20200426";
"2020-04-26 22:01:31";"2020-04-26";"2";"29";"562";"NIGER";"https://twitter.com/Covid19Niger/status/1254494775044182021";
"2020-04-26 20:36:49";"2020-04-26";"6";"425";"12";"ALGERIA";"https://twitter.com/ObservAlgerie/status/1254461518365765635/photo/1";
"2020-04-26 20:32:51";"2020-04-26";"1";"87";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1254477361615187968";
"2020-04-26 19:19:57";"2020-04-26";"2";"23";"466";"MALI";"https://twitter.com/GouvernementM/status/1254441897789014016/photo/1";
"2020-04-26 19:16:02";"2020-04-26";"1";"161";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1254443707484553217";
"2020-04-26 19:14:14";"2020-04-26";"10";"317";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1254448674895212544";
"2020-04-26 17:22:36";"2020-04-26";"4";"21";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1254427671695589376/photo/1";
"2020-04-26 16:38:36";"2020-04-26";"5";"23";"706";"SOMALIA";"https://twitter.com/MoH_Somalia/status/1254413797047107584";
"2020-04-26 14:57:48";"2020-04-26";"3";"56";"120";"CAMEROON";"https://twitter.com/DrManaouda/status/1254387539823202304";
"2020-04-26 14:53:13";"2020-04-26";"1";"4";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1254376091562762241/photo/1";
"2020-04-26 14:23:27";"2020-04-26";"1";"11";"288";"GHANA";"https://twitter.com/mohgovgh/status/1254380501563068417";
"2020-04-26 13:04:14";"2020-04-26";"1";"8";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1254361835148652544";
"2020-04-26 12:27:17";"2020-04-26";"1";"160";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1254351010841198592";
"2020-04-26 19:11:52";"2020-04-25";"1";"12";"430";"LIBERIA";"https://twitter.com/NPHIL6/status/1254452214334177286/photo/1";
"2020-04-26 17:45:33";"2020-04-25";"1";"42";"854";"BURKINA";"https://twitter.com/burkina24/status/1254434415670956033";
"2020-04-26 09:51:50";"2020-04-25";"3";"35";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1254183337163403266";
"2020-04-25 21:40:27";"2020-04-25";"3";"27";"562";"NIGER";"https://twitter.com/Covid19Niger/status/1254132584713510914";
"2020-04-25 20:13:04";"2020-04-25";"7";"86";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1254108225991041024";
"2020-04-25 19:53:05";"2020-04-25";"4";"419";"12";"ALGERIA";"https://twitter.com/ObservAlgerie/status/1254100625983447041/photo/1";
"2020-04-25 19:13:06";"2020-04-25";"13";"307";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1254093315517173762";
"2020-04-25 19:07:27";"2020-04-25";"2";"8";"178";"CONGO";"https://twitter.com/MSPPFIFD_cg/status/1254091622004019200";
"2020-04-25 19:03:34";"2020-04-25";"1";"17";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1254092103149326340/photo/1";
"2020-04-25 15:48:08";"2020-04-25";"2";"18";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1254043830049013763";
"2020-04-25 14:30:12";"2020-04-25";"10";"53";"120";"CAMEROON";"https://twitter.com/DrManaouda/status/1254024393988222976";
"2020-04-25 12:12:37";"2020-04-25";"1";"159";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1253989819765731329";
"2020-04-25 22:30:03";"2020-04-24";"1";"7";"324";"GUINEA";"https://twitter.com/anss_guinee/status/1254142430527598592";
"2020-04-25 14:45:29";"2020-04-24";"3";"11";"430";"LIBERIA";"https://twitter.com/NPHIL6/status/1254010801796648961";
"2020-04-25 01:01:21";"2020-04-24";"1";"32";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1253819370201059329";
"2020-04-25 00:35:19";"2020-04-24";"3";"28";"180";"DRC";"https://twitter.com/OMSRDCONGO/status/1253812507074088965";
"2020-04-24 22:21:32";"2020-04-24";"1";"2";"434";"LIBYA";"https://ncdc.org.ly/Ar/statements-about-covid19/";
"2020-04-24 21:58:02";"2020-04-24";"8";"415";"12";"ALGERIA";"https://twitter.com/ObservAlgerie/status/1253748589031051266/photo/1";
"2020-04-24 20:45:54";"2020-04-24";"4";"79";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1253756440235462657";
"2020-04-24 20:16:49";"2020-04-24";"3";"158";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1253749068658073600";
"2020-04-24 19:17:03";"2020-04-24";"7";"294";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1253703920762982401";
"2020-04-24 18:07:46";"2020-04-24";"1";"3";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1253711071187263489/photo/1";
"2020-04-24 15:44:45";"2020-04-24";"1";"3";"266";"GABON";"https://twitter.com/Covid19GOUVGA/status/1253680287860621312";
"2020-04-24 15:05:57";"2020-04-24";"1";"2";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1253646034011635712/photo/1";
"2020-04-24 14:54:18";"2020-04-24";"1";"7";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1253662113136025600";
"2020-04-24 14:53:01";"2020-04-24";"1";"10";"288";"GHANA";"https://twitter.com/Aboagye_DG_GHS/status/1253666469021351938";
"2020-04-24 09:29:31";"2020-04-24";"3";"16";"729";"SUDAN";"https://twitter.com/SDN_Health/status/1253483786601447425/photo/1";
"2020-04-24 00:57:37";"2020-04-23";"3";"31";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1253455323328905218";
"2020-04-23 23:39:21";"2020-04-23";"1";"2";"266";"GABON";"https://twitter.com/Covid19GOUVGA/status/1253425238643105796";
"2020-04-23 22:40:46";"2020-04-23";"2";"24";"562";"NIGER";"https://twitter.com/MinSanteNiger/status/1253417425531330564";
"2020-04-23 21:17:35";"2020-04-23";"5";"407";"12";"ALGERIA";"https://www.observalgerie.com/coronavirus-en-algerie-la-barre-des-3-000-contaminations-depassee/2020/";
"2020-04-23 20:52:27";"2020-04-23";"11";"287";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1253385362568892416";
"2020-04-23 20:49:00";"2020-04-23";"4";"155";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1253387515165323265";
"2020-04-23 18:39:47";"2020-04-23";"10";"75";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1253362593751863298";
"2020-04-23 17:45:34";"2020-04-23";"2";"16";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1253341040662269952";
"2020-04-23 17:41:36";"2020-04-23";"4";"21";"466";"MALI";"https://twitter.com/GouvernementM/status/1253347143735222277/photo/1";
"2020-04-23 13:17:37";"2020-04-23";"1";"1";"694";"SIERRA LEONE";"https://twitter.com/mohs_sl/status/1253279997420343297";
"2020-04-23 12:51:14";"2020-04-23";"2";"151";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1253267893204156416";
"2020-04-24 00:48:10";"2020-04-22";"2";"41";"854";"BURKINA";"https://lefaso.net/spip.php?article96397";
"2020-04-23 13:20:28";"2020-04-22";"1";"1";"226";"EQ. GUINEA";"https://twitter.com/egsincovid/status/1253280832283910144";
"2020-04-23 00:50:18";"2020-04-22";"1";"4";"716";"ZIMBABWE";"https://twitter.com/MoHCCZim/status/1253086856046133249";
"2020-04-23 00:47:31";"2020-04-22";"3";"28";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1253087883159842816";
"2020-04-22 22:33:50";"2020-04-22";"2";"22";"562";"NIGER";"https://twitter.com/MinSanteNiger/status/1253054674254659585";
"2020-04-22 22:09:27";"2020-04-22";"10";"402";"12";"ALGERIA";"http://dia-algerie.com/coronavirus-99-nouveaux-cas-confirmes-et-10-nouveaux-deces-en-algerie/";
"2020-04-22 21:02:55";"2020-04-22";"1";"14";"384";"CIV";"https://twitter.com/Gouvci/status/1253031907056660485";
"2020-04-22 20:39:12";"2020-04-22";"7";"65";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1253029223536766977";
"2020-04-22 20:23:38";"2020-04-22";"12";"276";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1253022739398524928";
"2020-04-22 19:19:25";"2020-04-22";"1";"13";"729";"SUDAN";"https://www.sudantribune.com/spip.php?article69244";
"2020-04-22 18:46:52";"2020-04-22";"3";"17";"466";"MALI";"https://twitter.com/GouvernementM/status/1252963670725885952/photo/1";
"2020-04-22 14:30:11";"2020-04-22";"1";"3";"454";"MALAWI";"https://twitter.com/health_malawi/status/1252936109312655362";
"2020-04-22 13:58:37";"2020-04-22";"4";"149";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1252907007134306305";
"2020-04-22 12:19:55";"2020-04-22";"1";"6";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1252904166634160128";
"2020-04-22 20:36:08";"2020-04-21";"1";"39";"854";"BURKINA";"https://lefaso.net/spip.php?article96366";
"2020-04-22 01:11:04";"2020-04-21";"3";"25";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1252728524118654982";
"2020-04-21 23:39:07";"2020-04-21";"8";"392";"12";"ALGERIA";"https://twitter.com/ObservAlgerie/status/1252664859159920640/photo/1";
"2020-04-21 21:35:55";"2020-04-21";"14";"264";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1252660715279847424";
"2020-04-21 21:31:35";"2020-04-21";"3";"13";"384";"CIV";"https://twitter.com/Gouvci/status/1252670639430926341";
"2020-04-21 21:27:17";"2020-04-21";"1";"145";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1252662116844257281";
"2020-04-21 21:17:56";"2020-04-21";"6";"14";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1252651564587782144";
"2020-04-21 18:21:22";"2020-04-21";"1";"144";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1252540043853471744";
"2020-04-21 17:28:11";"2020-04-21";"1";"6";"324";"GUINEA";"http://guineeactuelle.com/guinee-66-nouveaux-cas-confirmes-de-covid-19-mise-a-jour-de-lanss";
"2020-04-21 14:41:34";"2020-04-20";"1";"43";"120";"CAMEROON";"https://twitter.com/SuzanneEko/status/1252562996259364865/photo/3";
"2020-04-21 00:26:28";"2020-04-20";"1";"22";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1252359971158675457";
"2020-04-20 22:24:40";"2020-04-20";"1";"8";"706";"SOMALIA";"https://twitter.com/SomaliaCovid19/status/1252331901664231426";
"2020-04-20 21:21:44";"2020-04-20";"1";"10";"384";"CIV";"https://twitter.com/Gouvci/status/1252314424402219008/photo/1";
"2020-04-20 21:05:44";"2020-04-20";"4";"58";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1252311460962852864";
"2020-04-20 20:39:08";"2020-04-20";"9";"384";"12";"ALGERIA";"https://www.observalgerie.com/coronavirus-en-algerie-89-nouveaux-cas-et-9-deces-recenses-en-24-heures/2020/";
"2020-04-20 20:16:35";"2020-04-20";"1";"12";"729";"SUDAN";"https://twitter.com/WHOEMRO/status/1252298261920186379/photo/1";
"2020-04-20 19:46:50";"2020-04-20";"3";"10";"834";"TANZANIA";"https://twitter.com/umwalimu/status/1252279394359525376";
"2020-04-20 19:38:03";"2020-04-20";"11";"250";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1252281754955788290";
"2020-04-20 13:21:30";"2020-04-20";"1";"6";"768";"TOGO";"https://twitter.com/Covid19TG/status/1252190587241091073";
"2020-04-20 12:36:42";"2020-04-20";"2";"143";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1252180042538508288/photo/1";
"2020-04-20 10:46:26";"2020-04-20";"1";"5";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1252155596624859136";
"2020-04-20 19:27:12";"2020-04-19";"2";"38";"854";"BURKINA";"http://actuburkina.net/point-du-covid-19-au-burkina-05-nouveaux-cas-confirmes-19-guerisons-et-02-deces-au-19-avril-2020/";
"2020-04-20 10:31:18";"2020-04-19";"2";"21";"566";"NIGERIA";"https://twitter.com/NCDCgov/status/1252009125007044619";
"2020-04-20 10:23:44";"2020-04-19";"1";"4";"686";"SENEGAL";"https://twitter.com/MinisteredelaS1/status/1252119459881521152";
"2020-04-19 23:28:30";"2020-04-19";"1";"38";"788";"TUNISIA";"http://www.webdo.tn/2020/04/19/tunisie-coronavirus-13-nouveaux-cas-879-au-total-et-un-38eme-deces/#.Xpy2ku6HT7Y.twitter";
"2020-04-19 23:23:31";"2020-04-19";"2";"7";"834";"TANZANIA";"https://www.galaxyfm.co.ug/2020/04/19/tanzania-register-2-deaths-and-23-covid-19-cases-minister-toughens-on-hand-washing-social-distancing/";
"2020-04-19 22:28:00";"2020-04-19";"3";"9";"384";"CIV";"https://twitter.com/RTI_info/status/1251936171749511171";
"2020-04-19 22:16:57";"2020-04-19";"8";"375";"12";"ALGERIA";"https://www.observalgerie.com/coronavirus-point-sur-la-situation-ce-dimanche-19-avril-en-algerie/2020/";
"2020-04-19 21:55:17";"2020-04-19";"1";"20";"562";"NIGER";"https://twitter.com/MinSanteNiger/status/1251959871781638146";
"2020-04-19 21:34:45";"2020-04-19";"15";"239";"818";"EGYPT";"https://twitter.com/mohpegypt/status/1251942120493113345";
"2020-04-19 20:17:23";"2020-04-19";"3";"141";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1251937496281292801";
"2020-04-19 20:00:41";"2020-04-19";"4";"54";"710";"SOUTH AFRICA";"https://twitter.com/DrZweliMkhize/status/1251927729227927554";
"2020-04-19 17:35:14";"2020-04-19";"2";"14";"404";"KENYA";"https://twitter.com/MOH_Kenya/status/1251884783354994688/photo/1";
"2020-04-19 17:32:27";"2020-04-19";"1";"14";"466";"MALI";"https://twitter.com/GouvernementM/status/1251894749780418561";
"2020-04-19 12:41:09";"2020-04-19";"1";"138";"504";"MOROCCO";"https://twitter.com/Ministere_Sante/status/1251818435006402560";
"2020-04-19 11:55:39";"2020-04-19";"1";"3";"894";"ZAMBIA";"https://twitter.com/ZMPublicHealth/status/1251810450683105280";
"2020-04-19 21:09:01";"2020-04-18";"2";"5";"324";"GUINEA";"https://twitter.com/anss_guinee/status/1251945437742993417";
"2020-04-19 18:28:50";"2020-04-18";"1";"8";"430";"LIBERIA";"https://twitter.com/NPHIL6/status/1251904438782119938/photo/1";
